pathogen_name,taxonid,ARG_name,frequency,antibiotic_name
Salmonella enterica,28901,EmrY,0.000074000000000,Tetracycline antibiotic
Salmonella enterica,28901,MarA,0.997834000000000,"CarbaPenem,Cephalosporin,Cephamycin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Monobactam,Penam,Penem,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,MphA,0.009244000000000,"Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Telithromycin"
Salmonella enterica,28901,MphB,0.000287000000000,"Azithromycin,Clarithromycin,Dirithromycin,Erythromycin,Oleandomycin,Roxithromycin,Spiramycin,Telithromycin,Tylosin"
Salmonella enterica,28901,AAC(3),0.036965000000000,Aminoglycoside antibiotic
Salmonella enterica,28901,EreA,0.000181000000000,"Clarithromycin,Erythromycin,Roxithromycin"
Salmonella enterica,28901,VanC,0.000002000000000,glycoPeptide antibiotic
Salmonella enterica,28901,ErmB,0.000276000000000,"Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2"
Salmonella enterica,28901,OprM,0.000002000000000,"Aminocoumarin antibiotic,Aminoglycoside antibiotic,CarbaPenem,Cephalosporin,Cephamycin,Diaminopyrimidine antibiotic,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Macrolide antibiotic,Monobactam,Penam,Penem,Peptide antibiotic,Phenicol antibiotic,Sulfonamide antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,NorA,0.000002000000000,"Acriflavine,CiprOfloxacin,Norfloxacin"
Salmonella enterica,28901,Sul1,0.083873000000000,"Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole"
Salmonella enterica,28901,Sul2,0.093535000000000,"Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole"
Salmonella enterica,28901,Sul3,0.010912000000000,"Mafenide,Sulfacetamide,Sulfadiazine,Sulfadimidine,Sulfadoxine,Sulfamethizole,Sulfamethoxazole,Sulfasalazine,Sulfisoxazole"
Salmonella enterica,28901,Quinolone resistance protein (qnr),0.035171000000000,"CiprOfloxacin,Gatifloxacin,LevOfloxacin,Moxifloxacin,Nalidixic acid,Norfloxacin,Sparfloxacin"
Salmonella enterica,28901,NorB,0.000002000000000,"CiprOfloxacin,Moxifloxacin,Norfloxacin,Sparfloxacin"
Salmonella enterica,28901,NDM-5,0.000020000000000,"Cefoxitin,Ceftazidime,Ertapenem"
Salmonella enterica,28901,AcrD,0.998768000000000,Aminoglycoside antibiotic
Salmonella enterica,28901,ErmF,0.000002000000000,"Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2"
Salmonella enterica,28901,AcrE,0.000601000000000,"Cephalosporin,Cephamycin,Fluoroquinolone antibiotic,Penam"
Salmonella enterica,28901,AcrF,0.998768000000000,"Cephalosporin,Cephamycin,Fluoroquinolone antibiotic,Penam"
Salmonella enterica,28901,GolS,0.952095000000000,"CarbaPenem,Cephalosporin,Cephamycin,Monobactam,Penam,Penem,Phenicol antibiotic"
Salmonella enterica,28901,GadX,0.000091000000000,"Fluoroquinolone antibiotic,Macrolide antibiotic,Penam"
Salmonella enterica,28901,EmrR,0.998716000000000,Fluoroquinolone antibiotic
Salmonella enterica,28901,CRP,0.996834000000000,"Fluoroquinolone antibiotic,Macrolide antibiotic,Penam"
Salmonella enterica,28901,Staphylococcus aureus mupA conferring resistance to mupirocin,0.000002000000000,Mupirocin
Salmonella enterica,28901,ErmG,0.000004000000000,"Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2"
Salmonella enterica,28901,MacA,0.000074000000000,Macrolide antibiotic
Salmonella enterica,28901,MacB,0.994919000000000,Macrolide antibiotic
Salmonella enterica,28901,Erm 23S ribosomal RNA methyltransferase,0.000292000000000,"Lincosamide antibiotic,Macrolide antibiotic,Streptogramin antibiotic"
Salmonella enterica,28901,Tet(40),0.000002000000000,Tetracycline
Salmonella enterica,28901,VanR,0.000017000000000,glycoPeptide antibiotic
Salmonella enterica,28901,CcrA,0.000085000000000,CarbaPenem
Salmonella enterica,28901,L1 beta-lactamase,0.996408000000000,Cephalosporin
Salmonella enterica,28901,NDM-1,0.000054000000000,"Ertapenem,Imipenem,Meropenem"
Salmonella enterica,28901,ErmT,0.000015000000000,"Azithromycin,Clarithromycin,Clindamycin,Dalfopristin,Dirithromycin,Erythromycin,Griseoviridin,Lincomycin,Madumycin II,Oleandomycin,Ostreogrycin B3,Patricin A,Patricin B,Pristinamycin IA,Pristinamycin IB,Pristinamycin IC,Quinupristin,Roxithromycin,Spiramycin,Telithromycin,Tylosin,Vernamycin C,Virginiamycin M1,Virginiamycin S2"
Salmonella enterica,28901,Mel,0.000004000000000,"Erythromycin,Telithromycin"
Salmonella enterica,28901,PC1 beta-lactamase (blaZ),0.000004000000000,Penam
Salmonella enterica,28901,AcrS,0.000074000000000,"Cephalosporin,Cephamycin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,H-NS,0.998676000000000,"Cephalosporin,Cephamycin,Fluoroquinolone antibiotic,Macrolide antibiotic,Penam,Tetracycline antibiotic"
Salmonella enterica,28901,MarR,0.999872000000000,"Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,Antibiotic sensitive dihydrofolate reductase,0.998435000000000,"Brodimoprim,Iclaprim,Tetroxoprim,Trimethoprim"
Salmonella enterica,28901,AbeS,0.000002000000000,"Erythromycin,Novobiocin"
Salmonella enterica,28901,AdeA,0.000002000000000,Tetracycline antibiotic
Salmonella enterica,28901,AdeK,0.000002000000000,"CarbaPenem,Cephalosporin,Diaminopyrimidine antibiotic,Fluoroquinolone antibiotic,Lincosamide antibiotic,Macrolide antibiotic,Penem,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,CmeA,0.000007000000000,"Cephalosporin,Fluoroquinolone antibiotic,Fusidane antibiotic,Macrolide antibiotic"
Salmonella enterica,28901,CmeB,0.000004000000000,"Cephalosporin,Fluoroquinolone antibiotic,Fusidane antibiotic,Macrolide antibiotic"
Salmonella enterica,28901,CmeC,0.000002000000000,"Cephalosporin,Fluoroquinolone antibiotic,Fusidane antibiotic,Macrolide antibiotic"
Salmonella enterica,28901,MdsA,0.948139000000000,"CarbaPenem,Cephalosporin,Cephamycin,Monobactam,Penam,Penem,Phenicol antibiotic"
Salmonella enterica,28901,MdsB,0.166136000000000,"CarbaPenem,Cephalosporin,Cephamycin,Monobactam,Penam,Penem,Phenicol antibiotic"
Salmonella enterica,28901,MdsC,0.977153000000000,"CarbaPenem,Cephalosporin,Cephamycin,Monobactam,Penam,Penem,Phenicol antibiotic"
Salmonella enterica,28901,MdtA,0.000115000000000,Aminocoumarin antibiotic
Salmonella enterica,28901,MdtB,0.996308000000000,Aminocoumarin antibiotic
Salmonella enterica,28901,MdtC,0.997024000000000,Aminocoumarin antibiotic
Salmonella enterica,28901,MdtE,0.000081000000000,"Fluoroquinolone antibiotic,Macrolide antibiotic,Penam"
Salmonella enterica,28901,MdtF,0.000098000000000,"Fluoroquinolone antibiotic,Macrolide antibiotic,Penam"
Salmonella enterica,28901,MexC,0.000020000000000,"Aminocoumarin antibiotic,Aminoglycoside antibiotic,Cephalosporin,Diaminopyrimidine antibiotic,Fluoroquinolone antibiotic,Macrolide antibiotic,Penam,Phenicol antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,MexE,0.998385000000000,"Diaminopyrimidine antibiotic,Fluoroquinolone antibiotic,Phenicol antibiotic"
Salmonella enterica,28901,MexH,0.000076000000000,"Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,MexI,0.936613000000000,"Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,MgrA,0.000004000000000,"Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Peptide antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,RamA,0.001019000000000,"CarbaPenem,Cephalosporin,Cephamycin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Monobactam,Penam,Penem,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,Rob,0.000004000000000,"Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,SdiA,0.997448000000000,"Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,BaeR,0.997080000000000,"Aminocoumarin antibiotic,Aminoglycoside antibiotic"
Salmonella enterica,28901,BaeS,0.000368000000000,"Aminocoumarin antibiotic,Aminoglycoside antibiotic"
Salmonella enterica,28901,CpxA,0.995742000000000,"Aminocoumarin antibiotic,Aminoglycoside antibiotic"
Salmonella enterica,28901,EvgA,0.000087000000000,"Fluoroquinolone antibiotic,Macrolide antibiotic,Penam,Tetracycline antibiotic"
Salmonella enterica,28901,EvgS,0.000368000000000,"Fluoroquinolone antibiotic,Macrolide antibiotic,Penam,Tetracycline antibiotic"
Salmonella enterica,28901,PhoQ,0.997187000000000,"Macrolide antibiotic,Peptide antibiotic"
Salmonella enterica,28901,SoxR,0.998491000000000,"Cephalosporin,Disinfecting agents and antiseptics,Fluoroquinolone antibiotic,Penam,Phenicol antibiotic,Rifamycin antibiotic,Tetracycline antibiotic"
Salmonella enterica,28901,ArmA,0.000601000000000,"Amikacin,Arbekacin,Dibekacin,G418,Gentamicin B,Gentamicin C,Isepamicin,Kanamycin A,Netilmicin,Sisomicin,Tobramycin"
Salmonella enterica,28901,RmtB,0.000331000000000,"Amikacin,Arbekacin,Dibekacin,G418,Gentamicin B,Gentamicin C,Isepamicin,Kanamycin A,Netilmicin,Sisomicin,Tobramycin"
Salmonella enterica,28901,RmtC,0.000009000000000,"Amikacin,Arbekacin,Dibekacin,G418,Gentamicin B,Gentamicin C,Isepamicin,Kanamycin A,Netilmicin,Sisomicin,Tobramycin"
Salmonella enterica,28901,Defensin resistant mprF,0.000002000000000,Peptide antibiotic
Salmonella enterica,28901,TEM-1,0.078333000000000,"Amoxicillin,Ampicillin,Cefalotin,Cefazolin"
Salmonella enterica,28901,TEM-2,0.000385000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-5,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-10,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-12,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-15,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-17,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-19,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-20,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-26,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-29,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-30,0.000050000000000,"Amoxicillin,Ampicillin,Cefalotin"
Salmonella enterica,28901,TEM-31,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-32,0.000239000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-33,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-34,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-35,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-36,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-39,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-40,0.000015000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-47,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-52,0.000044000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-54,0.000011000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-55,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-57,0.001160000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-68,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-70,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-71,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-76,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-82,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-84,0.000037000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-90,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-95,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-96,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-104,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-105,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-107,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-112,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-115,0.000015000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-116,0.000179000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-117,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-122,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-126,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-128,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-131,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-132,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-135,0.001498000000000,Penicillin
Salmonella enterica,28901,TEM-136,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-137,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-141,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-143,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-144,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-145,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-147,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-148,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-149,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-150,0.000017000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-156,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-159,0.000015000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-162,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-163,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-166,0.000128000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-168,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-169,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-171,0.000052000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-176,0.000233000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-178,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-181,0.000013000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-183,0.000011000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-189,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-190,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-191,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-193,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-194,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-198,0.000007000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,SHV-1,0.000007000000000,Ampicillin
Salmonella enterica,28901,SHV-2,0.000013000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-2A,0.000087000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-5,0.000028000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-7,0.000054000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-11,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-12,0.001091000000000,"Cefalotin,Ceftazidime,Ceftriaxone"
Salmonella enterica,28901,SHV-15,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-30,0.000011000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-55,0.000007000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-66,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-107,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,SHV-152,0.000007000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,BRP(MBL),0.002867000000000,"Bleomycin A2,Bleomycin B2,Bleomycinic acid"
Salmonella enterica,28901,Methicillin resistant PBP2,0.000020000000000,"CarbaPenem,Cephalosporin,Cephamycin,Monobactam,Penam"
Salmonella enterica,28901,MdtM,0.997995000000000,"Acriflavine,Chloramphenicol,Lincomycin,Norfloxacin,Puromycin"
Salmonella enterica,28901,MdtH,0.994555000000000,"Enoxacin,Norfloxacin"
Salmonella enterica,28901,Trimethoprim resistant dihydrofolate reductase dfr,0.000011000000000,Trimethoprim
Salmonella enterica,28901,RlmA(II),0.000002000000000,"Mycinamicin,Tylosin"
Salmonella enterica,28901,MdtK,0.980663000000000,CiprOfloxacin
Salmonella enterica,28901,Escherichia coli mdfA,0.000142000000000,"Benzalkonium chloride,Tetracycline"
Salmonella enterica,28901,MdtG,0.996375000000000,Fosfomycin
Salmonella enterica,28901,SHV-171,0.000007000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,TEM-206,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-207,0.000002000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-208,0.000024000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-209,0.000013000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-210,0.000009000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-212,0.000170000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-214,0.000028000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-215,0.000118000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,TEM-216,0.000004000000000,"Cephalosporin,Monobactam,Penam,Penem"
Salmonella enterica,28901,OXA-1,0.003888000000000,"Amoxicillin,Ampicillin,Cefalotin,Piperacillin"
Salmonella enterica,28901,OXA-2,0.000133000000000,"Amoxicillin,Ampicillin,Ceftazidime,Meropenem"
Salmonella enterica,28901,OXA-4,0.000015000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-9,0.000057000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-10,0.000814000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-17,0.000063000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-140,0.000004000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-334,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-392,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-232,0.000002000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-48,0.000067000000000,Temocillin
Salmonella enterica,28901,OXA-181,0.000004000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,OXA-320,0.000004000000000,"CarbaPenem,Cephalosporin,Penam"
Salmonella enterica,28901,CTX-M-1,0.000592000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-2,0.000257000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-3,0.000096000000000,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Cefoxitin,Ceftazidime,Ceftriaxone"
Salmonella enterica,28901,CTX-M-8,0.000131000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-9,0.000274000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-10,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-12,0.000004000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-14,0.001515000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-15,0.001605000000000,"Ampicillin,Cefalotin,Cefazolin,Ceftazidime,Ceftriaxone"
Salmonella enterica,28901,CTX-M-21,0.000007000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-24,0.000026000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-27,0.000148000000000,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Ceftazidime,Ertapenem"
Salmonella enterica,28901,CTX-M-28,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-32,0.000015000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-40,0.000004000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-45,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-51,0.000022000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-55,0.002290000000000,"Ceftazidime,Ceftriaxone"
Salmonella enterica,28901,CTX-M-56,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-64,0.000057000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-65,0.013082000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-67,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-68,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-69,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-80,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-87,0.000011000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-98,0.000004000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-99,0.000004000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-101,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-104,0.000030000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-105,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-107,0.000011000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-110,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-115,0.000028000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-122,0.000011000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-123,0.000152000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-130,0.000017000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-131,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-132,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-137,0.000007000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-142,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-150,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-151,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CTX-M-153,0.000002000000000,Cephalosporin
Salmonella enterica,28901,CMY-2,0.025011000000000,"Ampicillin,Cefalotin,Cefazolin,Cefixime,Cefoxitin,Ceftazidime,Ceftriaxone,Ertapenem"
Salmonella enterica,28901,CMY-4,0.000070000000000,Cephamycin
Salmonella enterica,28901,CMY-6,0.000013000000000,Cephamycin
Salmonella enterica,28901,CMY-7,0.000002000000000,Cephamycin
Salmonella enterica,28901,CMY-15,0.000002000000000,Cephamycin
Salmonella enterica,28901,CMY-16,0.000020000000000,Cephamycin
Salmonella enterica,28901,CMY-17,0.000015000000000,Cephamycin
Salmonella enterica,28901,CMY-18,0.000007000000000,Cephamycin
Salmonella enterica,28901,CMY-25,0.000004000000000,Cephamycin
Salmonella enterica,28901,CMY-30,0.000004000000000,Cephamycin
Salmonella enterica,28901,CMY-32,0.000013000000000,Cephamycin
Salmonella enterica,28901,CMY-42,0.000004000000000,"Cefoxitin,Ceftazidime"
Salmonella enterica,28901,CMY-43,0.000002000000000,Cephamycin
Salmonella enterica,28901,CMY-44,0.000002000000000,Cephamycin
